origem,Campeonato,Temporada,Rodada,Data,Hora,time_casa,time_visitante,id,StatusPartida,RodadaMarcada,placar_casa,placar_visitante,Times_Partidas,DataHora,date,Total de finalizações__home_team,Total de finalizações__away_team,Finalizações no alvo__home_team,Finalizações no alvo__away_team,Chances claras__home_team,Chances claras__away_team,Escanteios__home_team,Escanteios__away_team,Cartões amarelos__home_team,Cartões amarelos__away_team,Impedimentos__home_team,Impedimentos__away_team,Faltas__home_team,Faltas__away_team,Cartões vermelhos__home_team,Cartões vermelhos__away_team
América do sul,Libertadores,2025,RODADA 1,03/04/2025,21:30,Dep. Tachira (Ven),Flamengo (Bra),Dep_Tachira_Ven_vs_Flamengo_Bra_03/04/2025,Partida Encerrada,,0.0,1.0,Dep. Tachira (Ven) x Flamengo (Bra),03/04/2025 21:30:00,03/04/2025,6,12,2,4,0,3,2,4,5,1,3,2,14,7,,
América do sul,Libertadores,2025,RODADA 4,07/05/2025,19:00,Dep. Tachira (Ven),LDU Quito (Ecu),Dep_Tachira_Ven_vs_LDU_Quito_Ecu_07/05/2025,Partida Encerrada,,2.0,3.0,Dep. Tachira (Ven) x LDU Quito (Ecu),07/05/2025 19:00:00,07/05/2025,39,8,10,3,8,3,9,1,1,4,3,0,2,6,1,1
América do sul,Libertadores,2025,FINAL,04/03/2025,19:00,Deportes Iquique (Chi),Alianza Lima (Per),Deportes_Iquique_Chi_vs_Alianza_Lima_Per_04/03/2025,Partida Encerrada,,1.0,2.0,Deportes Iquique (Chi) x Alianza Lima (Per),04/03/2025 19:00:00,04/03/2025,16,15,4,4,3,2,3,1,4,3,1,0,13,9,,
América do sul,Sul-Americana,2025,RODADA 4,08/05/2025,19:00,Deportes Iquique (Chi),Atlético-MG (Bra),Deportes_Iquique_Chi_vs_Atletico-MG_Bra_08/05/2025,Partida Encerrada,,3.0,2.0,Deportes Iquique (Chi) x Atlético-MG (Bra),08/05/2025 19:00:00,08/05/2025,10,24,3,7,1,3,2,4,,,0,1,10,8,,
América do sul,Libertadores,2025,SEMIFINAIS,18/02/2025,19:00,Deportes Iquique (Chi),Santa Fe (Col),Deportes_Iquique_Chi_vs_Santa_Fe_Col_18/02/2025,Partida Encerrada,,2.0,1.0,Deportes Iquique (Chi) x Santa Fe (Col),18/02/2025 19:00:00,18/02/2025,18,13,5,7,5,1,3,4,2,2,2,3,14,11,,
Chile,Liga de Primera,2025,RODADA 17,27/07/2025,17:00,Deportes Iquique,Audax Italiano,Deportes_Iquique_vs_Audax_Italiano_27/07/2025,Partida não Iniciada,,,,Deportes Iquique x Audax Italiano,27/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Chile,Liga de Primera,2025,RODADA 8,12/06/2025,21:00,Deportes Iquique,Colo Colo,Deportes_Iquique_vs_Colo_Colo_12/06/2025,Partida não Iniciada,,,,Deportes Iquique x Colo Colo,12/06/2025 21:00:00,,,,,,,,,,,,,,,,,
Chile,Liga de Primera,2025,RODADA 14,16/06/2025,21:00,Deportes Iquique,Everton,Deportes_Iquique_vs_Everton_16/06/2025,Partida não Iniciada,,,,Deportes Iquique x Everton,16/06/2025 21:00:00,,,,,,,,,,,,,,,,,
Chile,Liga de Primera,2025,RODADA 26,02/11/2025,18:00,Deportes Iquique,La Serena,Deportes_Iquique_vs_La_Serena_02/11/2025,Partida não Iniciada,,,,Deportes Iquique x La Serena,02/11/2025 18:00:00,,,,,,,,,,,,,,,,,
Chile,Liga de Primera,2025,RODADA 22,31/08/2025,17:00,Deportes Iquique,Limache,Deportes_Iquique_vs_Limache_31/08/2025,Partida não Iniciada,,,,Deportes Iquique x Limache,31/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Chile,Liga de Primera,2025,RODADA 21,24/08/2025,17:00,Deportes Iquique,Ñublense,Deportes_Iquique_vs_Nublense_24/08/2025,Partida não Iniciada,,,,Deportes Iquique x Ñublense,24/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Chile,Liga de Primera,2025,RODADA 24,19/10/2025,17:00,Deportes Iquique,O'Higgins,Deportes_Iquique_vs_OHiggins_19/10/2025,Partida não Iniciada,,,,Deportes Iquique x O'Higgins,19/10/2025 17:00:00,,,,,,,,,,,,,,,,,
Chile,Liga de Primera,2025,RODADA 12,25/05/2025,21:00,Deportes Iquique,Unión La Calera,Deportes_Iquique_vs_Union_La_Calera_25/05/2025,Partida Encerrada,,0.0,1.0,Deportes Iquique x Unión La Calera,25/05/2025 21:00:00,25/05/2025,13,11,3,6,4,3,5,4,2,0,2,0,12,11,0,1
Chile,Liga de Primera,2025,RODADA 18,03/08/2025,17:00,Deportes Iquique,Universidad Católica,Deportes_Iquique_vs_Universidad_Catolica_03/08/2025,Partida não Iniciada,,,,Deportes Iquique x Universidad Católica,03/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Inglaterra,Championship,2024/2025,RODADA 36,08/03/2025,12:00,Derby,Blackburn,Derby_vs_Blackburn_08/03/2025,Partida Encerrada,,2.0,1.0,Derby x Blackburn,08/03/2025 12:00:00,08/03/2025,9,13,2,4,3,2,2,4,3,3,1,3,15,16,,
Inglaterra,Championship,2024/2025,RODADA 41,08/04/2025,15:45,Derby,Burnley,Derby_vs_Burnley_08/04/2025,Partida Encerrada,,0.0,0.0,Derby x Burnley,08/04/2025 15:45:00,08/04/2025,9,9,1,2,1,0,8,4,2,0,3,0,14,8,,
Inglaterra,Championship,2024/2025,RODADA 37,11/03/2025,16:45,Derby,Coventry,Derby_vs_Coventry_11/03/2025,Partida Encerrada,,2.0,0.0,Derby x Coventry,11/03/2025 16:45:00,11/03/2025,6,13,2,4,2,0,4,8,2,1,5,2,6,8,,
Inglaterra,Championship,2024/2025,RODADA 43,18/04/2025,08:30,Derby,Luton,Derby_vs_Luton_18/04/2025,Partida Encerrada,,0.0,1.0,Derby x Luton,18/04/2025 08:30:00,18/04/2025,14,8,4,1,1,1,9,4,2,2,2,2,9,13,,
Inglaterra,Championship,2024/2025,RODADA 39,02/04/2025,15:45,Derby,Preston,Derby_vs_Preston_02/04/2025,Partida Encerrada,,2.0,0.0,Derby x Preston,02/04/2025 15:45:00,02/04/2025,7,5,2,1,2,0,4,3,1,2,3,2,11,10,,
Inglaterra,Championship,2024/2025,RODADA 46,03/05/2025,08:30,Derby,Stoke,Derby_vs_Stoke_03/05/2025,Partida Encerrada,,0.0,0.0,Derby x Stoke,03/05/2025 08:30:00,03/05/2025,12,4,4,1,4,0,5,4,2,1,2,2,10,9,,
Europa,UEFA,2024/2025,RODADA 8,29/01/2025,17:00,Din. Zagreb,AC Milan,Din_Zagreb_vs_AC_Milan_29/01/2025,Partida Encerrada,,2.0,1.0,Din. Zagreb x AC Milan,29/01/2025 17:00:00,29/01/2025,12,14,5,5,3,0,5,4,4,5,5,0,11,16,0,1
Europa,UEFA,2024/2025,RODADA 6,10/12/2024,14:45,Din. Zagreb,Celtic,Din_Zagreb_vs_Celtic_10/12/2024,Partida Encerrada,,0.0,0.0,Din. Zagreb x Celtic,10/12/2024 14:45:00,10/12/2024,11,7,2,1,1,0,4,10,2,3,1,1,9,9,,
Europa,UEFA,2024/2025,RODADA 5,27/11/2024,17:00,Din. Zagreb,Dortmund,Din_Zagreb_vs_Dortmund_27/11/2024,Partida Encerrada,,0.0,3.0,Din. Zagreb x Dortmund,27/11/2024 17:00:00,27/11/2024,5,17,1,6,0,4,3,8,3,1,3,2,12,11,,
Suécia,Allsvenskan,2025,RODADA 7,04/05/2025,09:00,Djurgarden,AIK Stockholm,Djurgarden_vs_AIK_Stockholm_04/05/2025,Partida Encerrada,,1.0,1.0,Djurgarden x AIK Stockholm,04/05/2025 09:00:00,04/05/2025,7,18,2,2,2,1,4,7,4,3,1,1,12,17,1,0
Suécia,Allsvenskan,2025,RODADA 21,24/08/2025,09:00,Djurgarden,Brommapojkarna,Djurgarden_vs_Brommapojkarna_24/08/2025,Partida não Iniciada,,,,Djurgarden x Brommapojkarna,24/08/2025 09:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 14,06/07/2025,11:30,Djurgarden,Degerfors,Djurgarden_vs_Degerfors_06/07/2025,Partida não Iniciada,,,,Djurgarden x Degerfors,06/07/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 16,19/07/2025,10:00,Djurgarden,Elfsborg,Djurgarden_vs_Elfsborg_19/07/2025,Partida não Iniciada,,,,Djurgarden x Elfsborg,19/07/2025 10:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 4,21/04/2025,09:00,Djurgarden,GAIS,Djurgarden_vs_GAIS_21/04/2025,Partida Encerrada,,0.0,0.0,Djurgarden x GAIS,21/04/2025 09:00:00,21/04/2025,9,7,2,1,0,0,5,3,2,3,1,3,12,17,,
Suécia,Allsvenskan,2025,RODADA 11,25/05/2025,11:30,Djurgarden,Hacken,Djurgarden_vs_Hacken_25/05/2025,Partida Encerrada,,1.0,1.0,Djurgarden x Hacken,25/05/2025 11:30:00,25/05/2025,12,12,5,4,3,2,7,1,1,2,1,1,8,13,,
Suécia,Allsvenskan,2025,RODADA 18,03/08/2025,09:00,Djurgarden,Halmstad,Djurgarden_vs_Halmstad_03/08/2025,Partida não Iniciada,,,,Djurgarden x Halmstad,03/08/2025 09:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 23,14/09/2025,09:00,Djurgarden,Hammarby,Djurgarden_vs_Hammarby_14/09/2025,Partida não Iniciada,,,,Djurgarden x Hammarby,14/09/2025 09:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 1,29/03/2025,11:00,Djurgarden,Malmö FF,Djurgarden_vs_Malmo_FF_29/03/2025,Partida Encerrada,,0.0,1.0,Djurgarden x Malmö FF,29/03/2025 11:00:00,29/03/2025,17,9,1,2,1,3,7,3,2,6,2,1,11,18,,
Suécia,Allsvenskan,2025,RODADA 9,15/05/2025,14:00,Djurgarden,Mjallby,Djurgarden_vs_Mjallby_15/05/2025,Partida Encerrada,,1.0,3.0,Djurgarden x Mjallby,15/05/2025 14:00:00,15/05/2025,7,21,3,9,1,4,8,7,2,4,5,0,13,17,,
Suécia,Allsvenskan,2025,RODADA 13,30/06/2025,14:00,Djurgarden,Norrkoping,Djurgarden_vs_Norrkoping_30/06/2025,Partida não Iniciada,,,,Djurgarden x Norrkoping,30/06/2025 14:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 5,24/04/2025,14:00,Djurgarden,Öster,Djurgarden_vs_Oster_24/04/2025,Partida Encerrada,,1.0,0.0,Djurgarden x Öster,24/04/2025 14:00:00,24/04/2025,27,6,8,0,3,0,15,3,0,1,2,0,7,12,,
Países baixos,Eredivisie,2024/2025,QUARTAS DE FINAL,17/05/2025,15:00,Dordrecht,Graafschap,Dordrecht_vs_Graafschap_17/05/2025,Partida Encerrada,,2.0,0.0,Dordrecht x Graafschap,17/05/2025 15:00:00,17/05/2025,11,11,4,5,1,2,3,2,,,2,1,9,21,,
Países baixos,Eredivisie,2024/2025,SEMIFINAIS,21/05/2025,13:45,Dordrecht,Willem II,Dordrecht_vs_Willem_II_21/05/2025,Partida Encerrada,,2.0,1.0,Dordrecht x Willem II,21/05/2025 13:45:00,21/05/2025,10,23,6,5,2,2,9,10,1,4,0,1,17,15,,
Alemanha,Bundesliga,2024/2025,RODADA 25,08/03/2025,11:30,Dortmund,Augsburg,Dortmund_vs_Augsburg_08/03/2025,Partida Encerrada,,0.0,1.0,Dortmund x Augsburg,08/03/2025 11:30:00,08/03/2025,14,6,1,1,1,0,12,3,1,4,4,4,6,12,,
Europa,UEFA,2024/2025,RODADA 6,11/12/2024,17:00,Dortmund,Barcelona,Dortmund_vs_Barcelona_11/12/2024,Partida Encerrada,,2.0,3.0,Dortmund x Barcelona,11/12/2024 17:00:00,11/12/2024,12,13,2,8,5,4,2,3,4,2,6,0,9,10,,
Europa,UEFA,2024/2025,QUARTAS DE FINAL,15/04/2025,16:00,Dortmund,Barcelona,Dortmund_vs_Barcelona_15/04/2025,Partida Encerrada,,3.0,1.0,Dortmund x Barcelona,15/04/2025 16:00:00,15/04/2025,18,7,11,2,6,0,8,4,,,4,2,14,11,,
Alemanha,Bundesliga,2024/2025,RODADA 19,25/01/2025,11:30,Dortmund,Bremen,Dortmund_vs_Bremen_25/01/2025,Partida Encerrada,,2.0,2.0,Dortmund x Bremen,25/01/2025 11:30:00,25/01/2025,8,13,4,4,1,3,5,5,,,4,5,11,15,,
Alemanha,Bundesliga,2024/2025,RODADA 34,17/05/2025,10:30,Dortmund,Kiel,Dortmund_vs_Kiel_17/05/2025,Partida Encerrada,,3.0,0.0,Dortmund x Kiel,17/05/2025 10:30:00,17/05/2025,19,4,6,2,2,1,7,1,3,1,1,0,12,6,0,1
Europa,UEFA,2024/2025,OITAVAS DE FINAL,04/03/2025,17:00,Dortmund,Lille,Dortmund_vs_Lille_04/03/2025,Partida Encerrada,,1.0,1.0,Dortmund x Lille,04/03/2025 17:00:00,04/03/2025,7,9,1,1,0,1,5,1,2,0,2,1,14,6,,
Alemanha,Bundesliga,2024/2025,RODADA 27,30/03/2025,12:30,Dortmund,Mainz,Dortmund_vs_Mainz_30/03/2025,Partida Encerrada,,3.0,1.0,Dortmund x Mainz,30/03/2025 12:30:00,30/03/2025,18,12,7,3,3,0,6,4,2,0,2,2,10,8,,
Alemanha,Bundesliga,2024/2025,RODADA 30,20/04/2025,12:30,Dortmund,Monchengladbach,Dortmund_vs_Monchengladbach_20/04/2025,Partida Encerrada,,3.0,2.0,Dortmund x Monchengladbach,20/04/2025 12:30:00,20/04/2025,14,6,6,3,1,2,6,2,1,2,2,5,13,10,,
Europa,UEFA,2024/2025,RODADA 8,29/01/2025,17:00,Dortmund,Shakhtar,Dortmund_vs_Shakhtar_29/01/2025,Partida Encerrada,,3.0,1.0,Dortmund x Shakhtar,29/01/2025 17:00:00,29/01/2025,15,7,7,2,5,1,6,1,1,2,1,1,10,9,,
Europa,UEFA,2024/2025,16 AVOS DE FINAL,19/02/2025,14:45,Dortmund,Sporting,Dortmund_vs_Sporting_19/02/2025,Partida Encerrada,,0.0,0.0,Dortmund x Sporting,19/02/2025 14:45:00,19/02/2025,19,7,5,1,2,0,6,2,1,0,4,0,14,5,,
Alemanha,Bundesliga,2024/2025,RODADA 21,08/02/2025,11:30,Dortmund,Stuttgart,Dortmund_vs_Stuttgart_08/02/2025,Partida Encerrada,,1.0,2.0,Dortmund x Stuttgart,08/02/2025 11:30:00,08/02/2025,16,4,5,2,1,2,9,4,,,1,5,13,14,,
Alemanha,Bundesliga,2024/2025,RODADA 23,22/02/2025,14:30,Dortmund,Union Berlin,Dortmund_vs_Union_Berlin_22/02/2025,Partida Encerrada,,6.0,0.0,Dortmund x Union Berlin,22/02/2025 14:30:00,22/02/2025,24,6,8,1,8,0,5,3,2,2,0,0,10,11,,
Alemanha,Bundesliga,2024/2025,RODADA 32,03/05/2025,13:30,Dortmund,Wolfsburg,Dortmund_vs_Wolfsburg_03/05/2025,Partida Encerrada,,4.0,0.0,Dortmund x Wolfsburg,03/05/2025 13:30:00,03/05/2025,11,11,5,2,4,3,4,3,0,1,1,2,13,6,,
França,Ligue 1,2024/2025,QUARTAS DE FINAL,14/05/2025,15:30,Dunkerque,Guingamp,Dunkerque_vs_Guingamp_14/05/2025,Partida Encerrada,,1.0,0.0,Dunkerque x Guingamp,14/05/2025 15:30:00,14/05/2025,15,8,6,2,1,0,1,1,1,0,1,6,11,12,,
Alemanha,2. Bundesliga,2024/2025,RODADA 24,28/02/2025,14:30,Dusseldorf,Furth,Dusseldorf_vs_Furth_28/02/2025,Partida Encerrada,,1.0,2.0,Dusseldorf x Furth,28/02/2025 14:30:00,28/02/2025,8,11,3,5,0,2,6,4,3,1,2,2,10,5,,
Alemanha,2. Bundesliga,2024/2025,RODADA 22,15/02/2025,16:30,Dusseldorf,Hertha,Dusseldorf_vs_Hertha_15/02/2025,Partida Encerrada,,2.0,1.0,Dusseldorf x Hertha,15/02/2025 16:30:00,15/02/2025,9,21,4,3,3,1,4,7,1,0,0,2,9,10,,
Alemanha,2. Bundesliga,2024/2025,RODADA 28,05/04/2025,08:00,Dusseldorf,Munster,Dusseldorf_vs_Munster_05/04/2025,Partida Encerrada,,1.0,0.0,Dusseldorf x Munster,05/04/2025 08:00:00,05/04/2025,11,24,4,4,3,0,5,7,2,1,2,4,15,13,1,0
Alemanha,2. Bundesliga,2024/2025,RODADA 31,26/04/2025,15:30,Dusseldorf,Nurnberg,Dusseldorf_vs_Nurnberg_26/04/2025,Partida Encerrada,,3.0,3.0,Dusseldorf x Nurnberg,26/04/2025 15:30:00,,,,,,,,,,,,,,,,,
Alemanha,2. Bundesliga,2024/2025,RODADA 26,15/03/2025,09:00,Dusseldorf,Regensburg,Dusseldorf_vs_Regensburg_15/03/2025,Partida Encerrada,,1.0,0.0,Dusseldorf x Regensburg,15/03/2025 09:00:00,15/03/2025,17,10,8,0,2,0,5,4,1,1,0,2,14,17,,
Alemanha,2. Bundesliga,2024/2025,RODADA 33,10/05/2025,08:00,Dusseldorf,Schalke,Dusseldorf_vs_Schalke_10/05/2025,Partida Encerrada,,2.0,0.0,Dusseldorf x Schalke,10/05/2025 08:00:00,10/05/2025,12,8,8,2,3,1,5,4,2,1,2,2,6,14,,
Alemanha,2. Bundesliga,2024/2025,RODADA 20,01/02/2025,09:00,Dusseldorf,Ulm,Dusseldorf_vs_Ulm_01/02/2025,Partida Encerrada,,3.0,2.0,Dusseldorf x Ulm,01/02/2025 09:00:00,01/02/2025,10,21,3,7,1,2,0,4,4,4,2,1,14,10,,
América do sul,Libertadores,2025,SEMIFINAIS,19/02/2025,21:30,El Nacional (Ecu),Barcelona (Ecu),El_Nacional_Ecu_vs_Barcelona_Ecu_19/02/2025,Partida Encerrada,,0.0,1.0,El Nacional (Ecu) x Barcelona (Ecu),19/02/2025 21:30:00,19/02/2025,13,10,0,2,3,1,6,1,,,1,3,10,9,,
América do sul,Libertadores,2025,QUARTAS DE FINAL,13/02/2025,21:30,El Nacional (Ecu),Blooming (Bol),El_Nacional_Ecu_vs_Blooming_Bol_13/02/2025,Partida Encerrada,,3.0,1.0,El Nacional (Ecu) x Blooming (Bol),13/02/2025 21:30:00,13/02/2025,25,7,4,4,4,1,5,4,4,4,1,3,14,18,,
Equador,Liga Pro,2025,RODADA 24,10/08/2025,17:00,El Nacional,Barcelona,El_Nacional_vs_Barcelona_10/08/2025,Partida não Iniciada,,,,El Nacional x Barcelona,10/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 10,25/04/2025,21:00,El Nacional,Delfin,El_Nacional_vs_Delfin_25/04/2025,Partida Encerrada,,3.0,2.0,El Nacional x Delfin,25/04/2025 21:00:00,25/04/2025,11,13,5,6,0,3,5,6,3,2,1,2,16,13,,
Equador,Liga Pro,2025,RODADA 14,25/05/2025,20:00,El Nacional,Emelec,El_Nacional_vs_Emelec_25/05/2025,Partida Encerrada,,2.0,0.0,El Nacional x Emelec,25/05/2025 20:00:00,25/05/2025,23,5,5,1,2,0,8,1,2,3,0,2,15,7,0,2
Equador,Liga Pro,2025,RODADA 26,24/08/2025,17:00,El Nacional,LDU Quito,El_Nacional_vs_LDU_Quito_24/08/2025,Partida não Iniciada,,,,El Nacional x LDU Quito,24/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 22,27/07/2025,17:00,El Nacional,Libertad,El_Nacional_vs_Libertad_27/07/2025,Partida não Iniciada,,,,El Nacional x Libertad,27/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 28,14/09/2025,17:00,El Nacional,Macara,El_Nacional_vs_Macara_14/09/2025,Partida não Iniciada,,,,El Nacional x Macara,14/09/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 19,06/07/2025,17:00,El Nacional,Manta,El_Nacional_vs_Manta_06/07/2025,Partida não Iniciada,,,,El Nacional x Manta,06/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 17,22/06/2025,17:00,El Nacional,Universidad Católica,El_Nacional_vs_Universidad_Catolica_22/06/2025,Partida não Iniciada,,,,El Nacional x Universidad Católica,22/06/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 12,12/05/2025,21:00,El Nacional,Vinotinto,El_Nacional_vs_Vinotinto_12/05/2025,Partida Encerrada,,2.0,1.0,El Nacional x Vinotinto,12/05/2025 21:00:00,12/05/2025,13,15,3,5,1,0,3,5,1,1,1,0,15,9,1,0
Suécia,Allsvenskan,2025,RODADA 9,15/05/2025,14:00,Elfsborg,Brommapojkarna,Elfsborg_vs_Brommapojkarna_15/05/2025,Partida Encerrada,,4.0,3.0,Elfsborg x Brommapojkarna,15/05/2025 14:00:00,15/05/2025,14,19,7,7,4,1,2,4,1,2,0,3,12,10,,
Suécia,Allsvenskan,2025,RODADA 10,19/05/2025,14:10,Elfsborg,Djurgarden,Elfsborg_vs_Djurgarden_19/05/2025,Partida Encerrada,,4.0,0.0,Elfsborg x Djurgarden,19/05/2025 14:10:00,19/05/2025,10,6,7,2,3,1,3,2,0,1,1,1,19,11,0,1
Suécia,Allsvenskan,2025,RODADA 7,05/05/2025,14:10,Elfsborg,GAIS,Elfsborg_vs_GAIS_05/05/2025,Partida Encerrada,,2.0,0.0,Elfsborg x GAIS,05/05/2025 14:10:00,05/05/2025,11,18,2,1,1,1,6,10,3,2,2,0,10,10,,
Suécia,Allsvenskan,2025,RODADA 17,28/07/2025,14:00,Elfsborg,Göteborg,Elfsborg_vs_Goteborg_28/07/2025,Partida não Iniciada,,,,Elfsborg x Göteborg,28/07/2025 14:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 14,06/07/2025,11:30,Elfsborg,Hacken,Elfsborg_vs_Hacken_06/07/2025,Partida não Iniciada,,,,Elfsborg x Hacken,06/07/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 21,24/08/2025,11:30,Elfsborg,Halmstad,Elfsborg_vs_Halmstad_24/08/2025,Partida não Iniciada,,,,Elfsborg x Halmstad,24/08/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 12,31/05/2025,10:00,Elfsborg,Hammarby,Elfsborg_vs_Hammarby_31/05/2025,Partida não Iniciada,,,,Elfsborg x Hammarby,31/05/2025 10:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 23,14/09/2025,11:30,Elfsborg,Malmö FF,Elfsborg_vs_Malmo_FF_14/09/2025,Partida não Iniciada,,,,Elfsborg x Malmö FF,14/09/2025 11:30:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 1,30/03/2025,09:00,Elfsborg,Mjallby,Elfsborg_vs_Mjallby_30/03/2025,Partida Encerrada,,2.0,2.0,Elfsborg x Mjallby,30/03/2025 09:00:00,30/03/2025,18,11,4,4,3,2,7,5,2,0,0,0,12,9,,
Suécia,Allsvenskan,2025,RODADA 3,12/04/2025,12:30,Elfsborg,Norrkoping,Elfsborg_vs_Norrkoping_12/04/2025,Partida Encerrada,,2.0,0.0,Elfsborg x Norrkoping,12/04/2025 12:30:00,12/04/2025,12,10,6,2,4,1,6,4,2,0,3,1,15,4,,
Suécia,Allsvenskan,2025,RODADA 5,23/04/2025,14:00,Elfsborg,Sirius,Elfsborg_vs_Sirius_23/04/2025,Partida Encerrada,,4.0,3.0,Elfsborg x Sirius,23/04/2025 14:00:00,23/04/2025,19,17,7,9,3,3,7,3,1,3,0,2,13,12,,
Suécia,Allsvenskan,2025,RODADA 19,11/08/2025,14:00,Elfsborg,Värnamo,Elfsborg_vs_Varnamo_11/08/2025,Partida não Iniciada,,,,Elfsborg x Värnamo,11/08/2025 14:00:00,,,,,,,,,,,,,,,,,
Alemanha,2. Bundesliga,2024/2025,RODADA 33,10/05/2025,08:00,Elversberg,Braunschweig,Elversberg_vs_Braunschweig_10/05/2025,Partida Encerrada,,3.0,0.0,Elversberg x Braunschweig,10/05/2025 08:00:00,10/05/2025,20,7,8,0,4,0,8,1,0,2,0,1,6,12,,
Alemanha,2. Bundesliga,2024/2025,RODADA 30,19/04/2025,08:00,Elversberg,Dusseldorf,Elversberg_vs_Dusseldorf_19/04/2025,Partida Encerrada,,1.0,1.0,Elversberg x Dusseldorf,19/04/2025 08:00:00,19/04/2025,25,5,6,2,1,1,7,0,0,1,1,0,3,7,,
Alemanha,2. Bundesliga,2024/2025,RODADA 22,15/02/2025,09:00,Elversberg,Furth,Elversberg_vs_Furth_15/02/2025,Partida Encerrada,,2.0,0.0,Elversberg x Furth,15/02/2025 09:00:00,15/02/2025,10,9,5,2,4,1,6,3,,,1,2,13,7,,
Alemanha,Bundesliga,2024/2025,FINAL,26/05/2025,15:30,Elversberg,Heidenheim,Elversberg_vs_Heidenheim_26/05/2025,Partida Encerrada,,1.0,2.0,Elversberg x Heidenheim,26/05/2025 15:30:00,26/05/2025,8,11,2,4,1,3,3,2,1,3,1,2,12,8,,
Alemanha,2. Bundesliga,2024/2025,RODADA 24,02/03/2025,09:30,Elversberg,Hertha,Elversberg_vs_Hertha_02/03/2025,Partida Encerrada,,4.0,0.0,Elversberg x Hertha,02/03/2025 09:30:00,02/03/2025,11,7,5,3,3,1,7,6,,,1,3,7,18,,
Alemanha,2. Bundesliga,2024/2025,RODADA 20,31/01/2025,14:30,Elversberg,Karlsruher,Elversberg_vs_Karlsruher_31/01/2025,Partida Encerrada,,2.0,2.0,Elversberg x Karlsruher,31/01/2025 14:30:00,31/01/2025,13,13,5,5,3,1,7,7,,,3,1,9,8,,
Alemanha,2. Bundesliga,2024/2025,RODADA 26,15/03/2025,09:00,Elversberg,Munster,Elversberg_vs_Munster_15/03/2025,Partida Encerrada,,0.0,1.0,Elversberg x Munster,15/03/2025 09:00:00,15/03/2025,17,6,4,1,3,1,4,2,0,3,1,2,10,16,,
Alemanha,2. Bundesliga,2024/2025,RODADA 28,06/04/2025,08:30,Elversberg,Regensburg,Elversberg_vs_Regensburg_06/04/2025,Partida Encerrada,,6.0,0.0,Elversberg x Regensburg,06/04/2025 08:30:00,06/04/2025,14,11,7,4,7,0,0,4,2,3,0,2,7,22,,
Equador,Liga Pro,2025,RODADA 12,11/05/2025,20:00,Emelec,Aucas,Emelec_vs_Aucas_11/05/2025,Partida Encerrada,,0.0,1.0,Emelec x Aucas,11/05/2025 20:00:00,11/05/2025,8,14,4,6,0,4,2,2,1,1,2,4,6,12,,
Equador,Liga Pro,2025,RODADA 28,14/09/2025,17:00,Emelec,Barcelona,Emelec_vs_Barcelona_14/09/2025,Partida não Iniciada,,,,Emelec x Barcelona,14/09/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 17,22/06/2025,17:00,Emelec,Delfin,Emelec_vs_Delfin_22/06/2025,Partida não Iniciada,,,,Emelec x Delfin,22/06/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 24,10/08/2025,17:00,Emelec,Dep. Cuenca,Emelec_vs_Dep_Cuenca_10/08/2025,Partida não Iniciada,,,,Emelec x Dep. Cuenca,10/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Equador,Liga Pro,2025,RODADA 26,24/08/2025,17:00,Emelec,Ind. del Valle,Emelec_vs_Ind_del_Valle_24/08/2025,Partida não Iniciada,,,,Emelec x Ind. del Valle,24/08/2025 17:00:00,,,,,,,,,,,,,,,,,
